netst,stla,stlo,geometry,index_right,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,NA_L3KEY,NA_L2KEY,NA_L1KEY,Shape_Leng,Shape_Area
CI.LAF,33.868889,-118.331429,POINT (-118.331429 33.868889),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.LAT,34.044491,-118.776428,POINT (-118.776428 34.044491),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.LCG,34.000332,-118.377937,POINT (-118.377937 34.000332),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.LCP,34.735512,-120.279961,POINT (-120.279961 34.735512),118,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,4703653.76328,78810793556.8
CI.LDF,35.130661,-115.184158,POINT (-115.184158 35.130661),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.LDR,34.990601,-118.34156,POINT (-118.34156 34.990601),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.LFP,34.30529,-118.488052,POINT (-118.488052 34.30529),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.LGB,33.9753,-118.149178,POINT (-118.149178 33.9753),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.LJR,34.807621,-118.867752,POINT (-118.867752 34.807621),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.LKH,33.235981,-116.758759,POINT (-116.758759 33.235981),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.LLS,33.684471,-117.943039,POINT (-117.943039 33.684471),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.LMH,33.744179,-117.39135,POINT (-117.39135 33.744179),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.LMY,34.733166,-119.103912,POINT (-119.103912 34.733166),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.LOC,34.690735,-120.446899,POINT (-120.446899 34.690735),118,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,4703653.76328,78810793556.8
CI.LPC,34.314781,-117.546417,POINT (-117.546417 34.314781),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.LRR2,34.527061,-118.029984,POINT (-118.029984 34.527061),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.LTP,33.8811,-118.175682,POINT (-118.175682 33.8811),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.LUC2,34.456379,-116.964233,POINT (-116.964233 34.456379),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.LUG,34.365601,-117.366829,POINT (-117.366829 34.365601),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.LUS,33.013748,-117.163048,POINT (-117.163048 33.013748),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.LVO,34.555798,-119.883873,POINT (-119.883873 34.555798),118,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,4703653.76328,78810793556.8
CI.LVY,34.17408,-119.156357,POINT (-119.156357 34.17408),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.MCT,34.226452,-116.040733,POINT (-116.040733 34.226452),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.MGE,33.818409,-116.368736,POINT (-116.368736 33.818409),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.MLAC,37.630192,-118.836052,POINT (-118.836052 37.630192),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
CI.MLS,34.004601,-117.561623,POINT (-117.561623 34.004601),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.MOP,34.28096,-118.904694,POINT (-118.904694 34.28096),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.MOR,33.50388,-117.139931,POINT (-117.139931 33.50388),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.MPI,34.81258,-119.145302,POINT (-119.145302 34.81258),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.MPP,34.888481,-119.813622,POINT (-119.813622 34.888481),118,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,4703653.76328,78810793556.8
CI.MSC,34.038521,-116.647949,POINT (-116.647949 34.038521),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.MSJ,33.80801,-116.967888,POINT (-116.967888 33.80801),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.NBS,34.78035,-116.557983,POINT (-116.557983 34.78035),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.NCH,34.942699,-119.67395,POINT (-119.67395 34.942699),118,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,4703653.76328,78810793556.8
CI.NEE2,34.76759,-114.618813,POINT (-114.618813 34.76759),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.NJQ,34.534119,-120.177368,POINT (-120.177368 34.534119),118,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,4703653.76328,78810793556.8
CI.NSS2,33.555531,-115.945862,POINT (-115.945862 33.555531),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.OAT,34.343609,-118.614418,POINT (-118.614418 34.343609),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.OCP,32.747551,-116.01931,POINT (-116.01931 32.747551),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.OLI,33.945389,-117.923721,POINT (-117.923721 33.945389),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.OLP,32.607712,-116.930191,POINT (-116.930191 32.607712),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.OSI,34.614498,-118.723503,POINT (-118.723503 34.614498),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.PALA,33.38905,-117.031822,POINT (-117.031822 33.38905),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.PDM,34.30336,-114.141518,POINT (-114.141518 34.30336),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.PDU,34.120701,-117.638077,POINT (-117.638077 34.120701),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.PEM,34.166889,-117.870087,POINT (-117.870087 34.166889),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.PER,33.861641,-117.205292,POINT (-117.205292 33.861641),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.PGA,33.491402,-117.063499,POINT (-117.063499 33.491402),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.PLM,33.353611,-116.862648,POINT (-116.862648 33.353611),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.PLR,33.173489,-115.977745,POINT (-115.977745 33.173489),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.PLS,33.7953,-117.609062,POINT (-117.609062 33.7953),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.POB2,33.68708,-116.92382,POINT (-116.92382 33.68708),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.POP,34.728497,-118.394028,POINT (-118.394028 34.728497),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.PSD,33.823929,-116.550262,POINT (-116.550262 33.823929),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.PSR,34.091808,-117.807091,POINT (-117.807091 34.091808),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.PTD,34.004429,-118.806862,POINT (-118.806862 34.004429),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.PUT,34.691151,-117.969193,POINT (-117.969193 34.691151),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.QAD,34.423672,-119.609261,POINT (-119.609261 34.423672),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.QLC,35.04084,-119.974251,POINT (-119.974251 35.04084),118,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,4703653.76328,78810793556.8
CI.RAG,34.682892,-116.15139,POINT (-116.15139 34.682892),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.RHC2,34.00095,-118.013329,POINT (-118.013329 34.00095),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.RIN,34.28196,-118.479248,POINT (-118.479248 34.28196),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.RIO,34.104729,-117.979561,POINT (-117.979561 34.104729),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.RKMO,33.67421,-117.609467,POINT (-117.609467 33.67421),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.RPV,33.743462,-118.404121,POINT (-118.404121 33.743462),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.RRC,35.372879,-117.989861,POINT (-117.989861 35.372879),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.RRX,34.874989,-116.996811,POINT (-116.996811 34.874989),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.RSI,34.85191,-120.208679,POINT (-120.208679 34.85191),118,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,4703653.76328,78810793556.8
CI.RSS,33.97327,-117.326736,POINT (-117.326736 33.97327),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.RUN,32.972221,-114.978088,POINT (-114.978088 32.972221),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.RVR,33.993511,-117.37545,POINT (-117.37545 33.993511),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.RXH,33.183128,-115.622566,POINT (-115.622566 33.183128),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.RYS,34.64341,-119.352242,POINT (-119.352242 34.64341),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.SAL,33.280102,-115.985847,POINT (-115.985847 33.280102),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.SBC,34.440762,-119.71492,POINT (-119.71492 34.440762),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.SCI2,32.9799,-118.546967,POINT (-118.546967 32.9799),2538,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,96475.0577119,148327427.168
