netst,stla,stlo,geometry,index_right,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,NA_L3KEY,NA_L2KEY,NA_L1KEY,Shape_Leng,Shape_Area
TA.M17A,41.4729,-110.666397,POINT (-110.666397 41.4729),62,10.1.4,Wyoming Basin,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.4  Wyoming Basin,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,3743946.64726,132466909369.0
TA.N02C,40.821999,-123.305702,POINT (-123.305702 40.821999),1130,6.2.11,Klamath Mountains,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.11  Klamath Mountains,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,1653931.27867,48474603630.7
TA.N07B,40.779701,-118.9711,POINT (-118.9711 40.779701),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.N09A,40.852001,-117.524399,POINT (-117.524399 40.852001),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.N10A,40.718601,-116.508003,POINT (-116.508003 40.718601),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.N11A,40.8167,-115.736,POINT (-115.736 40.8167),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.N12A,40.8522,-115.038696,POINT (-115.038696 40.8522),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.N13A,40.855598,-114.204498,POINT (-114.204498 40.855598),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.N14A,40.851299,-113.186699,POINT (-113.186699 40.851299),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.N15A,40.890301,-112.520103,POINT (-112.520103 40.890301),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.O01C,40.139801,-123.819504,POINT (-123.819504 40.139801),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
TA.O04C,40.32,-121.085999,POINT (-121.085999 40.32),1131,6.2.12,Sierra Nevada,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.12  Sierra Nevada,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,1731355.29084,52706853090.9
TA.O05C,39.962002,-120.917603,POINT (-120.917603 39.962002),1131,6.2.12,Sierra Nevada,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.12  Sierra Nevada,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,1731355.29084,52706853090.9
TA.O06A,40.165001,-119.827499,POINT (-119.827499 40.165001),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.O07A,40.1614,-118.877197,POINT (-118.877197 40.1614),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.O08A,40.290298,-118.154999,POINT (-118.154999 40.290298),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.O09A,40.169701,-117.189903,POINT (-117.189903 40.169701),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.O10A,40.291698,-116.499901,POINT (-116.499901 40.291698),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.O11A,40.131302,-115.656998,POINT (-115.656998 40.131302),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.O12A,40.267899,-114.745399,POINT (-114.745399 40.267899),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.O13A,40.131401,-113.9814,POINT (-113.9814 40.131401),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.O16A,40.206699,-111.502403,POINT (-111.502403 40.206699),1134,6.2.13,Wasatch and Uinta Mountains,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.13  Wasatch and Uinta Mountains,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2717065.54222,44678392571.1
TA.P06A,39.678501,-119.8983,POINT (-119.8983 39.678501),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.P07A,39.539902,-118.889297,POINT (-118.889297 39.539902),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.P08A,39.694599,-118.080002,POINT (-118.080002 39.694599),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.P09A,39.551601,-117.139503,POINT (-117.139503 39.551601),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.P10A,39.620201,-116.463898,POINT (-116.463898 39.620201),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.P11A,39.553001,-115.753601,POINT (-115.753601 39.553001),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.P12A,39.473099,-114.907501,POINT (-114.907501 39.473099),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
TA.P16A,39.6092,-111.6595,POINT (-111.6595 39.6092),1134,6.2.13,Wasatch and Uinta Mountains,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.13  Wasatch and Uinta Mountains,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2717065.54222,44678392571.1
TA.P17A,39.473,-110.739998,POINT (-110.739998 39.473),64,10.1.6,Colorado Plateaus,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.6  Colorado Plateaus,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,3897788.71122,134835328011.0
TA.Q12A,39.040001,-114.829903,POINT (-114.829903 39.040001),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
UO.EUO,44.029202,-123.070099,POINT (-123.070099 44.029202),1516,7.1.9,Willamette Valley,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.9  Willamette Valley,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,1128580.42889,14851953389.1
UO.PIN,43.811001,-120.8731,POINT (-120.8731 43.811001),2545,6.2.8,Eastern Cascades Slopes and Foothills,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.8  Eastern Cascades Slopes and Foothills,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2794959.13771,56079036225.5
UW.BLOW,44.683701,-122.186203,POINT (-122.186203 44.683701),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
UW.DAVN,47.800598,-118.274101,POINT (-118.274101 47.800598),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.ELW,47.494099,-121.872673,POINT (-121.872673 47.494099),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
UW.ERW,48.453838,-122.626007,POINT (-122.626007 48.453838),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.HEBO,45.213501,-123.755386,POINT (-123.755386 45.213501),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.HOOD,45.322262,-121.650932,POINT (-121.650932 45.322262),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
UW.KENT,45.235699,-120.635101,POINT (-120.635101 45.235699),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.LCCR,45.205898,-122.478401,POINT (-122.478401 45.205898),1516,7.1.9,Willamette Valley,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.9  Willamette Valley,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,1128580.42889,14851953389.1
UW.LON,46.750599,-121.809601,POINT (-121.809601 46.750599),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
UW.MEGW,46.26609,-123.87709,POINT (-123.87709 46.26609),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.OPC,48.10009,-123.41291,POINT (-123.41291 48.10009),1449,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,475955.425935,1411879120.92
UW.PASS,48.998299,-122.085197,POINT (-122.085197 48.998299),1145,6.2.5,North Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.5  North Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,1359680.28228,35164052009.7
UW.SP2,47.55629,-122.249229,POINT (-122.249229 47.55629),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.SQM,48.073681,-123.048058,POINT (-123.048058 48.073681),1449,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,475955.425935,1411879120.92
UW.STOR,47.188099,-121.9888,POINT (-121.9888 47.188099),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.TAKO,43.74334,-124.082474,POINT (-124.082474 43.74334),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.TOLO,44.621609,-123.92305,POINT (-123.92305 44.621609),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.TOLT,47.694698,-121.689499,POINT (-121.689499 47.694698),1145,6.2.5,North Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.5  North Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,1359680.28228,35164052009.7
UW.TTW,47.69445,-121.690109,POINT (-121.690109 47.69445),1145,6.2.5,North Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.5  North Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,1359680.28228,35164052009.7
UW.TUCA,46.513901,-118.1455,POINT (-118.1455 46.513901),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.YACT,45.932499,-122.419296,POINT (-122.419296 45.932499),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.ASBU,43.82056,-121.368401,POINT (-121.368401 43.82056),2545,6.2.8,Eastern Cascades Slopes and Foothills,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.8  Eastern Cascades Slopes and Foothills,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2794959.13771,56079036225.5
CC.BRSP,45.40155,-121.708427,POINT (-121.708427 45.40155),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.CARB,46.988319,-122.005409,POINT (-122.005409 46.988319),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.CIHL,43.750969,-121.148621,POINT (-121.148621 43.750969),2545,6.2.8,Eastern Cascades Slopes and Foothills,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.8  Eastern Cascades Slopes and Foothills,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2794959.13771,56079036225.5
CC.CLBH,42.907745,-122.143494,POINT (-122.143494 42.907745),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.CLCV,42.976139,-122.088882,POINT (-122.088882 42.976139),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.CLMS,42.922958,-122.016258,POINT (-122.016258 42.922958),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.CPCO,43.722012,-121.233192,POINT (-121.233192 43.722012),2542,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,37466.1225381,92801438.4171
CC.CRBN,46.988132,-121.96106,POINT (-121.96106 46.988132),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.HIYU,45.43523,-121.807396,POINT (-121.807396 45.43523),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.HUSB,44.119453,-121.849358,POINT (-121.849358 44.119453),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.JRO,46.275269,-122.218262,POINT (-122.218262 46.275269),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.KAUT,46.730263,-121.857391,POINT (-121.857391 46.730263),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.KWBU,43.752399,-121.311852,POINT (-121.311852 43.752399),2545,6.2.8,Eastern Cascades Slopes and Foothills,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.8  Eastern Cascades Slopes and Foothills,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2794959.13771,56079036225.5
CC.LOO,46.223751,-122.184387,POINT (-122.184387 46.223751),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.LSON,45.359612,-121.647079,POINT (-121.647079 45.359612),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.MAR,46.28532,-122.296669,POINT (-122.296669 46.28532),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.NFT,46.27,-122.256111,POINT (-122.256111 46.27),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.NORM,43.73896,-121.252678,POINT (-121.252678 43.73896),2542,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,37466.1225381,92801438.4171
CC.OBSR,46.899719,-121.815331,POINT (-121.815331 46.899719),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.PALM,45.358574,-121.705536,POINT (-121.705536 45.358574),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.PANH,46.859032,-121.642593,POINT (-121.642593 46.859032),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.PARA,46.786442,-121.742149,POINT (-121.742149 46.786442),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.PR01,46.91011,-122.037567,POINT (-122.037567 46.91011),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.PR02,46.918304,-122.048637,POINT (-122.048637 46.918304),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.PR03,46.903435,-122.032692,POINT (-122.032692 46.903435),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.PR04,46.929749,-121.988525,POINT (-121.988525 46.929749),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.PR05,46.841724,-121.94886,POINT (-121.94886 46.841724),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.PRLK,44.209751,-121.962639,POINT (-121.962639 44.209751),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.REM,46.200199,-122.185501,POINT (-122.185501 46.200199),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.RUSH,46.903061,-121.944389,POINT (-121.944389 46.903061),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.SEP,46.19978,-122.190857,POINT (-122.190857 46.19978),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.SHRK,45.464317,-121.52877,POINT (-121.52877 45.464317),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.SIFT,46.866871,-121.953201,POINT (-121.953201 46.866871),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.STD,46.237492,-122.224213,POINT (-122.224213 46.237492),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
