netst,stla,stlo,geometry,index_right,STATE,ORIG_LABEL,SGMC_LABEL,UNIT_LINK,UNIT_NAME,AGE_MIN,AGE_MAX,MAJOR1,MAJOR2,MAJOR3,MINOR1,MINOR2,MINOR3,MINOR4,MINOR5,INCIDENTAL,INDETERMIN,REF_ID,REFERENCE,GENERALIZE,DIGITAL_UR,NGMDB1,NGMDB2,NGMDB3,RuleID,FIPS_C
CI.STC,34.30302,-119.18676,POINT (-119.18676 34.30302),7041,CA,QPc,QPOc;0,CAQPOc;0,Plio-Pleistocene and Pliocene loosely consolidated deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,Sandstone,Conglomerate,,Siltstone,Mudstone,,,,"Limestone, Evaporite, Coal, Sedimentary-breccia",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.STS,33.790329,-118.198776,POINT (-118.198776 33.790329),4499,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.SUN,34.21048,-117.693939,POINT (-117.693939 34.21048),1849,CA,grMz,grMZ3;0,CAgrMZ3;0,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)",Phanerozoic - Cenozoic - Tertiary,Phanerozoic - Paleozoic - Permian - Lopingian,Granodiorite,,,Granite,Tonalite,Quartz-diorite,Quartz-monzonite,,"Diorite, Quartz-syenite, Quartz-monzodiorite, Gabbro, Trondhjemite, Monzonite, Monzodiorite, Pegmatite, Alaskite, Aplite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, intrusive",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,1,06
CI.SVD,34.106468,-117.098221,POINT (-117.098221 34.106468),4027,CA,pCc,pCAc;0,CApCAc;0,Precambrian igneous and metamorphic rock complex,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,preCambrian-Proterozoic - Paleoproterozoic,Gneiss,,,Granitic,,,,,"Anorthosite, Syenite, Diorite, Amphibolite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Metamorphic, gneiss",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,9,06
CI.SWP,32.79184,-116.097183,POINT (-116.097183 32.79184),4467,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.SWS,32.94508,-115.799881,POINT (-115.799881 32.94508),301,CA,grMz,grMZ2;0,CAgrMZ2;0,"Mesozoic granitic rocks, unit 2 (Peninsular Ranges)",Phanerozoic - Mesozoic - Cretaceous - Late-Cretaceous,Phanerozoic - Mesozoic - Jurassic - Middle-Jurassic,Tonalite,,,Quartz-diorite,Granodiorite,Quartz-monzonite,,,"Granite, Pegmatite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, intrusive",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,1,06
CI.SYP,34.527748,-119.97834,POINT (-119.97834 34.527748),656,CA,E,EO;0,CAEO;0,Eocene marine rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Oligocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Paleocene,Mudstone,Sandstone,,Conglomerate,,,,,"Limestone, Siltstone, Sedimentary-breccia",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.TA2,34.38203,-117.678223,POINT (-117.678223 34.38203),3974,CA,pCc,pCAc;0,CApCAc;0,Precambrian igneous and metamorphic rock complex,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,preCambrian-Proterozoic - Paleoproterozoic,Gneiss,,,Granitic,,,,,"Anorthosite, Syenite, Diorite, Amphibolite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Metamorphic, gneiss",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,9,06
CI.THM,33.650661,-116.077339,POINT (-116.077339 33.650661),5733,CA,Qoa,Qoa;0,CAQoa;0,Older Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.TIN,37.054218,-118.230087,POINT (-118.230087 37.054218),4653,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.TOW2,35.808559,-117.764877,POINT (-117.764877 35.808559),4653,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.TPO,34.87883,-118.228638,POINT (-118.228638 34.87883),7541,CA,Tc,Tc;0,CATc;0,"Tertiary nonmarine rocks, undivided",Phanerozoic - Cenozoic - Tertiary-Neogene - Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Paleocene,Sandstone,Conglomerate,,,,,,,"Sedimentary-breccia, Volcanic, Mudstone, Limestone, Siltstone",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.TUQ,35.435841,-115.923889,POINT (-115.923889 35.435841),1782,CA,grMz,grMZ3;0,CAgrMZ3;0,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)",Phanerozoic - Cenozoic - Tertiary,Phanerozoic - Paleozoic - Permian - Lopingian,Granodiorite,,,Granite,Tonalite,Quartz-diorite,Quartz-monzonite,,"Diorite, Quartz-syenite, Quartz-monzodiorite, Gabbro, Trondhjemite, Monzonite, Monzodiorite, Pegmatite, Alaskite, Aplite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, intrusive",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,1,06
CI.USC,34.019192,-118.286308,POINT (-118.286308 34.019192),4499,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.VCS,34.483719,-118.117813,POINT (-118.117813 34.483719),1899,CA,grMz,grMZ3;0,CAgrMZ3;0,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)",Phanerozoic - Cenozoic - Tertiary,Phanerozoic - Paleozoic - Permian - Lopingian,Granodiorite,,,Granite,Tonalite,Quartz-diorite,Quartz-monzonite,,"Diorite, Quartz-syenite, Quartz-monzodiorite, Gabbro, Trondhjemite, Monzonite, Monzodiorite, Pegmatite, Alaskite, Aplite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, intrusive",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,1,06
CI.VDJ,34.189861,-114.571449,POINT (-114.571449 34.189861),6750,CA,Qoa,Qoa;0,CAQoa;0,Older Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.VOG,36.32098,-119.382263,POINT (-119.382263 36.32098),4830,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.VTV,34.56065,-117.329597,POINT (-117.329597 34.56065),5527,CA,Qoa,Qoa;0,CAQoa;0,Older Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.WBS,35.53664,-118.14035,POINT (-118.14035 35.53664),1911,CA,grMz,grMZ3;0,CAgrMZ3;0,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)",Phanerozoic - Cenozoic - Tertiary,Phanerozoic - Paleozoic - Permian - Lopingian,Granodiorite,,,Granite,Tonalite,Quartz-diorite,Quartz-monzonite,,"Diorite, Quartz-syenite, Quartz-monzodiorite, Gabbro, Trondhjemite, Monzonite, Monzodiorite, Pegmatite, Alaskite, Aplite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, intrusive",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,1,06
CI.WES,32.759041,-115.731613,POINT (-115.731613 32.759041),4467,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.WGR,34.510849,-119.274071,POINT (-119.274071 34.510849),656,CA,E,EO;0,CAEO;0,Eocene marine rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Oligocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Paleocene,Mudstone,Sandstone,,Conglomerate,,,,,"Limestone, Siltstone, Sedimentary-breccia",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.WMD,33.038261,-115.581909,POINT (-115.581909 33.038261),4467,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.WMF,36.11758,-117.854858,POINT (-117.854858 36.11758),355,CA,grMz,grMZ3;0,CAgrMZ3;0,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)",Phanerozoic - Cenozoic - Tertiary,Phanerozoic - Paleozoic - Permian - Lopingian,Granodiorite,,,Granite,Tonalite,Quartz-diorite,Quartz-monzonite,,"Diorite, Quartz-syenite, Quartz-monzodiorite, Gabbro, Trondhjemite, Monzonite, Monzodiorite, Pegmatite, Alaskite, Aplite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, intrusive",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,1,06
CI.WOR,35.695629,-118.242462,POINT (-118.242462 35.695629),1911,CA,grMz,grMZ3;0,CAgrMZ3;0,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)",Phanerozoic - Cenozoic - Tertiary,Phanerozoic - Paleozoic - Permian - Lopingian,Granodiorite,,,Granite,Tonalite,Quartz-diorite,Quartz-monzonite,,"Diorite, Quartz-syenite, Quartz-monzodiorite, Gabbro, Trondhjemite, Monzonite, Monzodiorite, Pegmatite, Alaskite, Aplite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, intrusive",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,1,06
CI.WRC2,35.947899,-117.650383,POINT (-117.650383 35.947899),8781,CA,Qv,Qv5;0,CAQv5;0,"Quaternary volcanic flow rocks, unit 5 (Coso Volcanic Field)",Phanerozoic - Cenozoic - Quaternary - Pleistocene - Calabrian,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene - Zanclean,Basalt,,,Dacite,Rhyolite,,,,Andesite,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, volcanic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,2,06
CI.WSS,34.1717,-118.649712,POINT (-118.649712 34.1717),2801,CA,M,MI;0,CAMI;0,Miocene marine rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Oligocene,Sandstone,Mudstone,,Siltstone,Conglomerate,,,,Gypsum,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.WTT2,33.948669,-118.255386,POINT (-118.255386 33.948669),4499,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.WWC,33.940681,-116.40876,POINT (-116.40876 33.940681),3552,CA,pC,pCA2;0,CApCA2;0,"Precambrian rocks, undivided, unit 2 (Mojave Desert and Transverse Ranges)",Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,preCambrian-Proterozoic - Paleoproterozoic,Orthogneiss,,,Granitic,,,,,"Amphibolite, Quartzite, Hornfels, Marble, Granofels, Granite, Syenite, Intrusive-carbonatite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Metamorphic, gneiss",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,9,06
CI.XTL2,34.295959,-117.862488,POINT (-117.862488 34.295959),1849,CA,grMz,grMZ3;0,CAgrMZ3;0,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)",Phanerozoic - Cenozoic - Tertiary,Phanerozoic - Paleozoic - Permian - Lopingian,Granodiorite,,,Granite,Tonalite,Quartz-diorite,Quartz-monzonite,,"Diorite, Quartz-syenite, Quartz-monzodiorite, Gabbro, Trondhjemite, Monzonite, Monzodiorite, Pegmatite, Alaskite, Aplite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, intrusive",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,1,06
CI.YEG2,35.438309,-119.963058,POINT (-119.963058 35.438309),2873,CA,M,MI;0,CAMI;0,Miocene marine rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Oligocene,Sandstone,Mudstone,,Siltstone,Conglomerate,,,,Gypsum,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
